# In Stock,# En stock
# Req'd Items,#  rticles Requis
%  Delivered,% Livré
%  mount Billed,% Montant Facturé
% Billed,% Facturé
% Complete,%  chevée
% Complete Method,% Méthode Complète
% Completed,% Complété
% Delivered,% Livré
% Finished Item Quantity,% de l' rticle fabriqué
% Installed,% Installé
% Occupied,% d'occupation
% Of Grand Total,% Du grand total
% Ordered,% Commandé
% Picked,% choisi
% Process Loss,% de perte de processus
% Progress,% de Progression
% Received,% Reçu
% Returned,% retourné
% Utilization (B + NB) / T,% Utilisation (B + NB) / T
% of materials billed against this Sales Order,% de matériaux facturés pour cette Commande Client
% of materials delivered against this Delivery Note,% de matériaux livrés pour ce Bon de Livraison
% of materials delivered against this Pick List,% d'articles livrés par rapport à cette liste de sélection
% of materials delivered against this Sales Order,% de matériaux livrés pour cette Commande Client
Select Warehouses to get Stock for Materials Planning,Sélectionner les Entrepôts pour obtenir le Stock pour la Planification des Matériaux
Select a Company,Sélectionnez une entreprise
Select a Company this Employee belongs to.,Sélectionnez une entreprise à laquelle cet employé appartient.
Select a Customer,Sélectionnez un client
Select a Default Priority.,Sélectionnez une priorité par défaut.
Select a Supplier,Sélectionnez un fournisseur
"Select a Supplier from the Default Suppliers of the items below. On selection"",""a Purchase Order will be made against items belonging to the selected Supplier only.","Sélectionnez un fournisseur parmi les fournisseurs par défaut des articles ci-dessous. Lors de la sélection, une commande d'achat sera effectué contre des articles appartenant uniquement au fournisseur sélectionné."
Select a company,Sélectionnez une entreprise
"Select a greeting for the receiver. E.g. Mr."",""Ms., etc.","Sélectionnez un message d'accueil pour le destinataire. Par exemple, M., Mme, etc."
Select an Item Group for the Clinical Procedure Item.,Sélectionnez un groupe d'articles pour l'article de procédure clinique.
Select an Item Group.,Sélectionnez un groupe d'articles.
Select an account to print in account currency,Sélectionnez un compte à imprimer dans la devise du compte
Select an employee to get the employee advance.,Sélectionnez un employé pour obtenir l'avance versée.
Select an invoice to load summary data,Sélectionner une facture pour charger les données de résumé
Select an item from each set to be used in the Sales Order.,Sélectionnez un article de chaque ensemble à utiliser dans la Commande Client.
Select at least one value from each of the attributes.,Sélectionnez au moins une valeur de chacun des attributs.
Select atleast one Social Media from Share on.,Sélectionnez au moins un média social à partir de Partager.
Select change amount account,Sélectionner le compte de change
Select company first,Sélectionnez d'abord la société
Select company name first.,Sélectionner d'abord le nom de la société.
Select finance book for the item {0} at row {1},Sélectionnez le livre de financement pour l'élément {0} à la ligne {1}.
Select item group,Sélectionnez un groupe d'articles
Select only one Priority as Default.,Sélectionnez une seule priorité par défaut.
Select students manually for the  ctivity based Group,Sélectionner les élèves manuellement pour un Groupe basé sur l' ctivité
Select template item,Sélectionnez l'élément de modèle
Select the Bank  ccount to reconcile.,Sélectionnez le compte bancaire à rapprocher.
Select the Default Workstation where the Operation will be performed. This will be fetched in BOMs and Work Orders.,Sélectionnez le poste de travail par défaut où l'opération sera effectuée. Ceci sera récupéré dans les nomenclatures et ordres de travail.
Select the Employee for which you want to allocate leaves.,Sélectionnez l'employé pour lequel vous souhaitez allouer des congés.
Select the Employee.,Sélectionnez l'employé.
Select the Item to be manufactured.,Sélectionnez l'article à fabriquer.
"Select the Item to be manufactured. The Item name"",""UoM, Company, and Currency will be fetched automatically.","Sélectionnez l'article à fabriquer. Le nom de l'article, l'UdM, l'entreprise et la devise seront récupérés automatiquement."
"Select the Leave Type like Sick leave"",""Privilege Leave, Casual Leave, etc.","Sélectionnez le type de congé comme le congé de maladie, le congé de Privilège, le congé décontracté, etc."
Select the Warehouse,Sélectionnez l'entrepôt
Select the customer or supplier.,Veuillez sélectionner le client ou le fournisseur.
Select the date,Sélectionner la date
Select the date after which this Leave  llocation will expire.,Sélectionnez la date après laquelle cette allocation de congé expirera.
Select the date and your timezone,Sélectionnez la date et votre fuseau horaire
Select the date from which this Leave  llocation will be valid.,Sélectionnez la date à partir de laquelle cette allocation de congé sera valide.
Select the end date for your Leave  pplication.,Sélectionnez la date de fin de votre demande de congé.
Select the nature of your business.,Sélectionner la nature de votre entreprise.
Select the program first,Sélectionnez d'abord le programme
Select the raw materials (Items) required to manufacture the Item,Sélectionnez les matières premières (articles) requises pour fabriquer l'article
Select the start date for your Leave  pplication.,Sélectionnez la date de début de votre demande de congé.
Select to add Serial Number.,Sélectionnez pour ajouter un numéro de série.
"Select type of leave the employee wants to apply for"",""like Sick Leave, Privilege Leave, Casual Leave, etc.","Sélectionnez le type de congé que l'employé souhaite demander, comme Feuille de malade, Feuille de Privilège, Feuille Décontractée, etc."
Select variant item code for the template item {0},Sélectionnez le code d'article de variante pour l'article de modèle {0}
Select warehouse for material requests,Sélectionnez l'entrepôt pour les demandes de matériel
Select your Domains,Sélectionnez vos domaines
Select your Leave  pprover i.e. the person who approves or rejects your leaves.,"Sélectionnez votre approbateur de congé, c'est-à-dire la personne qui approuve ou rejette vos congés."
Select your weekly off day,Sélectionnez votre jour de repos hebdomadaire
Select {0},Sélectionner {0}
"Select"",""to make the customer searchable with these fields","Sélectionnez, pour rendre le client recherchable avec ces champs"
Selected Option,Option sélectionnée
Selected POS Opening Entry should be open.,L'entrée d'ouverture de PDV sélectionnée doit être ouverte.
Selected Price List should have buying and selling fields checked.,La liste de prix sélectionnée doit avoir les champs d'achat et de vente cochés.
Selected Vouchers,Bons sélectionnés
Selected date is,La date sélectionnée est
Selected document must be in submitted state,Le document sélectionné doit être en état validé
Self  ppraisal,uto-évaluation
Self  ppraisal Pending: {0},uto-évaluation en attente : {0}
Self Score,uto-score
Self delivery,Livraison autonome
Self-Driving Vehicle,Véhicule  utonome
Self-Study,utoformation
Sell,Vendre
Sell  sset,Vendre l'actif
Seller ID,ID du vendeur
Seller Information,Information du vendeur
Selling,Ventes
Selling  mount,Montant de Vente
Selling Price List,Liste de prix de vente
Selling Rate,Prix de vente
Selling Settings,Paramètres de Vente
"Selling must be checked"",""if  pplicable For is selected as {0}","Vente doit être vérifiée, si """" pplicable pour"""" est sélectionné comme {0}"
Seminar,Séminaire
Send,Envoyer
Send  fter (days),Envoyer après (jours)
Send  ttached Files,Envoyer les fichiers joints
Send Document Print,Envoyer l'impression du document
Send Email,Envoyer un Email
Send Emails,Envoyer des e-mails
Send Emails  t,Envoyer Emails À
Send Emails to Suppliers,Envoyer des e-mails aux fournisseurs
Send Exit Questionnaire,Envoyer le questionnaire de sortie
Send Exit Questionnaires,Envoyer des questionnaires de sortie
Send Grant Review Email,Envoyer un email d'examen de la demande de subvention
Send Interview Feedback Reminder,Envoyer un rappel de retour d'entretien
Send Interview Reminder,Envoyer un rappel d'entretien
Send Invoice with Email,Envoyer une facture avec e-mail
Send Leave Notification,Envoyer une notification de congé
Send Membership  cknowledgement,Envoyer un accusé de réception
Send Now,Envoyer Maintenant
Send Payment Request,Envoyer une Demande de Paiement
Send Payment Request Email,Envoyer un Email de Demande de Paiement
Send SMS,Envoyer un SMS
Send To,Envoyer À
Send To Primary Contact,Envoyer au contact principal
Send a message,Envoyer un message
Send mass SMS to your contacts,Envoyer un SMS en masse à vos contacts
Send regular summary reports via Email.,Envoyer régulièrement des rapports de synthèse par Email.
Send to Subcontractor,Envoyer au sous-traitant
Send with  ttachment,Envoyer avec pièce jointe
Sender,Expéditeur
Sender Email,Email d&#39;expéditeur
Sender Name,Nom de l'Expéditeur
Sending,Envoi
Sends Mails to lead or contact based on a Campaign schedule,Envoie des courriers à diriger ou à contacter en fonction d'un calendrier de campagne
Sensitivity,Sensibilité
Sensitivity Test Result,Résultat du test de sensibilité
Sent,Envoyé
Sent On,Envoyé le
Sent To,Envoyé À
Sep,SEP
Separate course based Group for every Batch,Groupes basés sur les cours différents pour chaque Lot
Separation  ctivities,ctivités de séparation
Separation Begins On,La séparation commence le
September,septembre
Sequence ID,ID de séquence
Sequence Id,Id de séquence
Sequential,Séquentiel
Serial & Batch Item,rticle série et lot
Serial & Batch Item Settings,Paramètres d'article série et lot
Serial / Batch Bundle,Lot Série / Lot
Serial / Batch Bundle Missing,Lot Série / Lot Manquant
Serial / Batch No,N° série / lot
Serial / Batch Nos,N°s série / lot
Serial No,N° de Série
Serial No  lready  ssigned,Numéro de série déjà attribué
Serial No (In/Out),Numéro de série (entrée/sortie)
Serial No / Batch,N° de Série / Lot
Serial No Count,Numéro de série
Serial No Details,Détails du N° de Série
Serial No Ledger,Registre des numéros de série
Serial No Range,Plage de N° de Série
Serial No Service Contract Expiry,Expiration du Contrat de Service du N° de Série
Serial No Status,Statut du N° de Série
Serial No Warranty Expiry,Expiration de Garantie du N° de Série
Serial No and Batch,N° de Série et lot
Serial No and Batch Selector cannot be use when Use Serial / Batch Fields is enabled.,Le numéro de série et le sélecteur de lot ne peuvent pas être utilisés lorsque l'option Utiliser les champs de série et de lot est activée.
Serial No is mandatory,Le n° de série est obligatoire
Serial No is mandatory for Item {0},N° de Série est obligatoire pour l' rticle {0}
Serial No {0} Created,N° de Série {0} créé
Serial No {0} already exists,Le n° de série {0} existe déjà
Serial No {0} already scanned,N° de série {0} déjà scanné
Serial No {0} does not belong to Batch {1},Le numéro de série {0} n'appartient pas au lot {1}
Serial No {0} does not belong to Delivery Note {1},N° de Série {0} ne fait pas partie du Bon de Livraison {1}
Serial No {0} does not belong to Item {1},N° de Série {0} n'appartient pas à l' rticle {1}
Serial No {0} does not belong to Warehouse {1},N° de Série {0} ne fait pas partie de l’Entrepôt {1}
Serial No {0} does not belong to any Warehouse,N° de Série {0} ne fait partie de aucun Entrepôt
Serial No {0} does not exist,N° de Série {0} n’existe pas
Serial No {0} does not exists,Le n° de série {0} n'existe pas
Serial No {0} has already been received,N° de Série {0} a déjà été reçu
Serial No {0} is already added,Le n° de série {0} est déjà ajouté
Serial No {0} is already assigned to customer {1}. Can only be returned against the customer {1},Le numéro de série {0} est déjà attribué au client {1}. Il ne peut être renvoyé qu'au client {1}
"Serial No {0} is not present in the {1} {2}"",""hence you can't return it against the {1} {2}","Le numéro de série {0} n'est pas présent dans le {1} {2}, vous ne pouvez donc pas le renvoyer contre le {1} {2}"
Serial No {0} is under maintenance contract upto {1},N° de Série {0} est sous contrat de maintenance jusqu'à {1}
Serial No {0} is under warranty upto {1},N° de Série {0} est sous garantie jusqu'au {1}
Serial No {0} not found,N° de Série {0} introuvable
Serial No {0} not in stock,N° de Série {0} n'est pas en stock
Serial No {0} quantity {1} cannot be a fraction,N° de série {0} quantité {1} ne peut pas être une fraction
Serial No: {0} has already been transacted into another POS Invoice.,Numéro de série: {0} a déjà été traité sur une autre facture PDV.
Serial Nos,N°s de série
Serial Nos / Batch Nos,N°s de série / N°s de lot
Serial Nos Required,Numéros de série requis
Serial Nos Required for Serialized Item {0},N° de Séries Requis pour  rticle Sérialisé {0}
Serial Nos and Batches,N° de Série et Lots
Serial Nos are created successfully,Les n°s de série sont créés avec succès
"Serial Nos are reserved in Stock Reservation Entries"",""you need to unreserve them before proceeding.","Les n°s de série sont réservés dans les écritures de réservation de stock, vous devez les libérer avant de continuer."
Serial Number Created,Numéro de série créé
Serial Number Series,Séries de Numéros de Série
Serial Number: {0} is already referenced in Sales Invoice: {1},Numéro de Série: {0} est déjà référencé dans la Facture de Vente: {1}
Serial Numbers,Numéros de série
Serial Numbers Created,Numéros de série créés
Serial Numbers in row {0} does not match with Delivery Note,Les Numéros de Série dans la ligne {0} ne correspondent pas au Bon de Livraison
Serial and Batch,Série et lot
Serial and Batch Bundle,Ensemble de n° de série et lot
Serial and Batch Bundle created,Lot série et batch créé
Serial and Batch Bundle updated,Lot série et batch mis à jour
Serial and Batch Bundle {0} is already used in {1} {2}.,Le lot série et batch {0} est déjà utilisé dans {1} {2}.
Serial and Batch Details,Détails de Série et de Lot
Serial and Batch Entry,Saisie des séries et des lots
Serial and Batch No,N° série et lot
Serial and Batch Nos,N°s série et lot
Serial and Batch Nos will be auto-reserved based on <b>Pick Serial / Batch Based On</b>,Les n°s série et lot seront auto-réservés basés sur <b>Prélever série/lot basé sur</b>
